Accession.ID,Data.Source,Related.ID,Nuc.Completeness,Sequence.Length,Sequence.Quality,Host,Location,region_exposure,country_exposure,division_exposure
EPI_ISL_426045,GISAID,"EPI_ISL_426045, ",Complete,29822,High,Homo Sapiens,United States / New York,North America,USA,New York
EPI_ISL_426046,GISAID,"EPI_ISL_426046, ",Complete,29822,High,Homo Sapiens,United States / New York,North America,USA,New York
EPI_ISL_426047,GISAID,"EPI_ISL_426047, ",Complete,29822,High,Homo Sapiens,United States / New York,North America,USA,New York
EPI_ISL_426048,GISAID,"EPI_ISL_426048, ",Complete,29822,High,Homo Sapiens,United States / New York,North America,USA,New York
EPI_ISL_426049,GISAID,"EPI_ISL_426049, ",Complete,29822,High,Homo Sapiens,United States / New York,North America,USA,New York
EPI_ISL_426050,GISAID,"EPI_ISL_426050, ",Complete,29822,High,Homo Sapiens,United States / New York,North America,USA,New York
EPI_ISL_426052,GISAID,"EPI_ISL_426052, ",Complete,29889,High,Homo Sapiens,United States / Connecticut,North America,USA,Connecticut
EPI_ISL_426053,GISAID,"EPI_ISL_426053, ",Complete,29904,High,Homo Sapiens,United States / Connecticut,North America,USA,Connecticut
EPI_ISL_426054,GISAID,"EPI_ISL_426054, ",Complete,29840,High,Homo Sapiens,United States / Connecticut,North America,USA,Connecticut
EPI_ISL_426055,GISAID,"EPI_ISL_426055, ",Complete,29907,High,Homo Sapiens,United States / Connecticut,North America,USA,Connecticut
EPI_ISL_426056,GISAID,"EPI_ISL_426056, ",Complete,29831,High,Homo Sapiens,United States / Connecticut,North America,USA,Connecticut
EPI_ISL_426057,GenBank,"MT345803,EPI_ISL_426057",Complete,29869,High,Homo Sapiens,United States / Idaho,North America,USA,Idaho
EPI_ISL_426058,GenBank,"MT345817,EPI_ISL_426058",Complete,29861,High,Homo Sapiens,United States / Idaho,North America,USA,Idaho
EPI_ISL_426060,GenBank,"MT345828,EPI_ISL_426060",Complete,29884,High,Homo Sapiens,United States / Idaho,North America,USA,Idaho
EPI_ISL_426061,GenBank,"MT345858,EPI_ISL_426061",Complete,29882,High,Homo Sapiens,United States / Idaho,North America,USA,Idaho
EPI_ISL_426063,GenBank,"MT345866,EPI_ISL_426063",Complete,29831,High,Homo Sapiens,United States / Idaho,North America,USA,Idaho
EPI_ISL_426064,GenBank,"MT345871,EPI_ISL_426064",Complete,29903,High,Homo Sapiens,United States / Idaho,North America,USA,Idaho
EPI_ISL_426065,GenBank,"MT345872,EPI_ISL_426065",Complete,29872,High,Homo Sapiens,United States / Idaho,North America,USA,Idaho
EPI_ISL_426066,GenBank,"MT345875,EPI_ISL_426066",Complete,29898,High,Homo Sapiens,United States / Idaho,North America,USA,Idaho
EPI_ISL_426067,GenBank,"MT345876,EPI_ISL_426067",Complete,29825,High,Homo Sapiens,United States / Idaho,North America,USA,Idaho
EPI_ISL_426068,GenBank,"MT345877,EPI_ISL_426068",Complete,29903,High,Homo Sapiens,United States / Idaho,North America,USA,Idaho
EPI_ISL_426069,GenBank,"MT345879,EPI_ISL_426069",Complete,29847,High,Homo Sapiens,United States / Idaho,North America,USA,Idaho
EPI_ISL_426070,GenBank,"MT345880,EPI_ISL_426070",Complete,29871,High,Homo Sapiens,United States / Idaho,North America,USA,Idaho
EPI_ISL_426072,GenBank,"MT345885,EPI_ISL_426072",Complete,29891,High,Homo Sapiens,United States / Idaho,North America,USA,Idaho
EPI_ISL_426073,GenBank,"MT345886,EPI_ISL_426073",Complete,29876,High,Homo Sapiens,United States / Idaho,North America,USA,Idaho
EPI_ISL_426074,GenBank,"MT345887,EPI_ISL_426074",Complete,29876,High,Homo Sapiens,United States / Idaho,North America,USA,Idaho
EPI_ISL_426075,GenBank,"MT345888,EPI_ISL_426075",Complete,29882,High,Homo Sapiens,United States / Idaho,North America,USA,Idaho
EPI_ISL_426076,GenBank,"MT345878,EPI_ISL_426076",Complete,29868,High,Homo Sapiens,United States / Oregon,North America,USA,Oregon
EPI_ISL_426077,GISAID,"EPI_ISL_426077, ",Complete,29875,High,Homo Sapiens,United States,North America,USA,
EPI_ISL_426078,GISAID,"EPI_ISL_426078, ",Complete,29861,High,Homo Sapiens,United States,North America,USA,
EPI_ISL_426081,GenBank,"MT345805,EPI_ISL_426081",Complete,29884,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426083,GenBank,"MT345806,EPI_ISL_426083",Complete,29898,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426084,GenBank,"MT345798,EPI_ISL_426084",Complete,29844,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426085,GenBank,"MT345812,EPI_ISL_426085",Complete,29762,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426086,GenBank,"MT345821,EPI_ISL_426086",Complete,29617,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426087,GenBank,"MT345814,EPI_ISL_426087",Complete,29734,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426089,GenBank,"MT345811,EPI_ISL_426089",Complete,29850,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426090,GenBank,"MT345819,EPI_ISL_426090",Complete,29900,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426091,GenBank,"MT345809,EPI_ISL_426091",Complete,29863,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426092,GenBank,"MT345801,EPI_ISL_426092",Complete,29818,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426093,GenBank,"MT345808,EPI_ISL_426093",Complete,29687,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426094,GenBank,"MT345815,EPI_ISL_426094",Complete,29862,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426095,GenBank,"MT345824,EPI_ISL_426095",Complete,29792,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426096,GenBank,"MT345822,EPI_ISL_426096",Complete,29806,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426097,GenBank,"MT345829,EPI_ISL_426097",Complete,29875,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426098,GenBank,"MT345826,EPI_ISL_426098",Complete,29839,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426099,GenBank,"MT345825,EPI_ISL_426099",Complete,29875,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426100,GenBank,"MT345827,EPI_ISL_426100",Complete,29872,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426101,GenBank,"MT345830,EPI_ISL_426101",Complete,29857,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426102,GenBank,"MT345823,EPI_ISL_426102",Complete,29817,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426103,GenBank,"MT345799,EPI_ISL_426103",Complete,29656,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426106,GenBank,"MT345844,EPI_ISL_426106",Complete,29776,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426107,GenBank,"MT345832,EPI_ISL_426107",Complete,29869,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426111,GenBank,"MT345833,EPI_ISL_426111",Complete,29893,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426112,GenBank,"MT345865,EPI_ISL_426112",Complete,29868,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426113,GenBank,"MT345861,EPI_ISL_426113",Complete,29867,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426114,GenBank,"MT345862,EPI_ISL_426114",Complete,29889,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426115,GenBank,"MT345860,EPI_ISL_426115",Complete,29832,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426116,GenBank,"MT345859,EPI_ISL_426116",Complete,29814,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426117,GenBank,"MT345856,EPI_ISL_426117",Complete,29882,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426118,GenBank,"MT345854,EPI_ISL_426118",Complete,29860,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426119,GenBank,"MT345836,EPI_ISL_426119",Complete,29871,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426120,GenBank,"MT345853,EPI_ISL_426120",Complete,29850,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426121,GenBank,"MT345851,EPI_ISL_426121",Complete,29637,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426122,GenBank,"MT345846,EPI_ISL_426122",Complete,29869,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426123,GenBank,"MT345849,EPI_ISL_426123",Complete,29871,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426125,GenBank,"MT345848,EPI_ISL_426125",Complete,29888,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426126,GenBank,"MT345834,EPI_ISL_426126",Complete,29901,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426127,GenBank,"MT345835,EPI_ISL_426127",Complete,29878,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426128,GenBank,"MT345855,EPI_ISL_426128",Complete,29859,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426129,GenBank,"MT345841,EPI_ISL_426129",Complete,29882,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426130,GenBank,"MT345840,EPI_ISL_426130",Complete,29893,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426131,GenBank,"MT345842,EPI_ISL_426131",Complete,29696,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426132,GenBank,"MT345847,EPI_ISL_426132",Complete,29863,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426133,GenBank,"MT345867,EPI_ISL_426133",Complete,29871,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426135,GenBank,"MT345881,EPI_ISL_426135",Complete,29835,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426136,GenBank,"MT345882,EPI_ISL_426136",Complete,29893,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426137,GenBank,"MT345883,EPI_ISL_426137",Complete,29833,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426159,GISAID,"EPI_ISL_426159, ",Complete,29903,High,Homo Sapiens,United States / Wisconsin / La Crosse County,North America,USA,Wisconsin
EPI_ISL_426160,GISAID,"EPI_ISL_426160, ",Complete,29903,High,Homo Sapiens,United States / Wisconsin / La Crosse County,North America,USA,Wisconsin
EPI_ISL_426161,GISAID,"EPI_ISL_426161, ",Complete,29903,High,Homo Sapiens,United States / Wisconsin / La Crosse County,North America,USA,Wisconsin
EPI_ISL_426163,GISAID,"EPI_ISL_426163, ",Complete,29872,High,Homo Sapiens,South Korea,Asia,South Korea,
EPI_ISL_426166,GISAID,"EPI_ISL_426166, ",Complete,29871,High,Homo Sapiens,South Korea,Asia,South Korea,
EPI_ISL_426167,GISAID,"EPI_ISL_426167, ",Complete,29872,High,Homo Sapiens,South Korea,Asia,South Korea,
EPI_ISL_426168,GISAID,"EPI_ISL_426168, ",Complete,29853,High,Homo Sapiens,South Korea,Asia,South Korea,
EPI_ISL_426171,GISAID,"EPI_ISL_426171, ",Complete,29893,High,Homo Sapiens,South Korea,Asia,South Korea,
EPI_ISL_426173,GISAID,"EPI_ISL_426173, ",Complete,29872,High,Homo Sapiens,South Korea,Asia,South Korea,
EPI_ISL_426179,GISAID,"EPI_ISL_426179, ",Complete,29860,High,Homo Sapiens,India,Asia,India,
EPI_ISL_426180,GISAID,"EPI_ISL_426180, ",Complete,29780,High,Homo Sapiens,South Korea,Asia,South Korea,
EPI_ISL_426181,GISAID,"EPI_ISL_426181, ",Complete,29872,High,Homo Sapiens,South Korea,Asia,South Korea,
EPI_ISL_426182,GISAID,"EPI_ISL_426182, ",Complete,29811,High,Homo Sapiens,South Korea,Asia,South Korea,
EPI_ISL_426183,GISAID,"EPI_ISL_426183, ",Complete,29872,High,Homo Sapiens,South Korea,Asia,South Korea,
EPI_ISL_426187,GISAID,"EPI_ISL_426187, ",Complete,29871,High,Homo Sapiens,South Korea,Asia,South Korea,
EPI_ISL_426285,GISAID,"EPI_ISL_426285, ",Complete,29903,High,Homo Sapiens,Latvia,Europe,Latvia,
EPI_ISL_426286,GISAID,"EPI_ISL_426286, ",Complete,29903,High,Homo Sapiens,Latvia,Europe,Latvia,
EPI_ISL_426287,GISAID,"EPI_ISL_426287, ",Complete,29903,High,Homo Sapiens,Latvia,Europe,Latvia,
EPI_ISL_426288,GISAID,"EPI_ISL_426288, ",Complete,29903,High,Homo Sapiens,Latvia,Europe,Latvia,
EPI_ISL_426289,GISAID,"EPI_ISL_426289, ",Complete,29903,High,Homo Sapiens,Latvia,Europe,Latvia,
EPI_ISL_426290,GISAID,"EPI_ISL_426290, ",Complete,29806,High,Homo Sapiens,United States / New York / Westchester County,North America,USA,New York
EPI_ISL_426291,GISAID,"EPI_ISL_426291, ",Complete,29806,High,Homo Sapiens,United States / New York / Westchester County,North America,USA,New York
EPI_ISL_426292,GISAID,"EPI_ISL_426292, ",Complete,29822,High,Homo Sapiens,United States / New York / Saratoga County,North America,USA,New York
EPI_ISL_426293,GISAID,"EPI_ISL_426293, ",Complete,29822,High,Homo Sapiens,United States / New York / Nassau County,North America,USA,New York
EPI_ISL_426294,GISAID,"EPI_ISL_426294, ",Complete,29822,High,Homo Sapiens,United States / New York / Suffolk County,North America,USA,New York
EPI_ISL_426295,GISAID,"EPI_ISL_426295, ",Complete,29822,High,Homo Sapiens,United States / New York / Queens,North America,USA,New York
EPI_ISL_426296,GISAID,"EPI_ISL_426296, ",Complete,29822,High,Homo Sapiens,United States / New York / Orange County,North America,USA,New York
EPI_ISL_426297,GISAID,"EPI_ISL_426297, ",Complete,29822,High,Homo Sapiens,United States / New York / Schenectady County,North America,USA,New York
EPI_ISL_426298,GISAID,"EPI_ISL_426298, ",Complete,29822,High,Homo Sapiens,United States / New York / Franklin County,North America,USA,New York
EPI_ISL_426299,GISAID,"EPI_ISL_426299, ",Complete,29822,High,Homo Sapiens,United States / New York / Onondaga County,North America,USA,New York
EPI_ISL_426300,GISAID,"EPI_ISL_426300, ",Complete,29822,High,Homo Sapiens,United States / New York / Saratoga County,North America,USA,New York
EPI_ISL_426301,GISAID,"EPI_ISL_426301, ",Complete,29822,High,Homo Sapiens,United States / New York / Ulster County,North America,USA,New York
EPI_ISL_426302,GISAID,"EPI_ISL_426302, ",Complete,29822,High,Homo Sapiens,United States / New York / Putnam County,North America,USA,New York
EPI_ISL_426303,GISAID,"EPI_ISL_426303, ",Complete,29822,High,Homo Sapiens,United States / New York / Cayuga County,North America,USA,New York
EPI_ISL_426304,GISAID,"EPI_ISL_426304, ",Complete,29822,High,Homo Sapiens,United States / New York / Jefferson County,North America,USA,New York
EPI_ISL_426305,GISAID,"EPI_ISL_426305, ",Complete,29822,High,Homo Sapiens,United States / New York / Washington County,North America,USA,New York
EPI_ISL_426306,GISAID,"EPI_ISL_426306, ",Complete,29822,High,Homo Sapiens,United States / New York / Richmond County,North America,USA,New York
EPI_ISL_426307,GISAID,"EPI_ISL_426307, ",Complete,29819,High,Homo Sapiens,United States / New York / Onondaga County,North America,USA,New York
EPI_ISL_426308,GISAID,"EPI_ISL_426308, ",Complete,29822,High,Homo Sapiens,United States / New York / Montgomery County,North America,USA,New York
EPI_ISL_426309,GISAID,"EPI_ISL_426309, ",Complete,29822,High,Homo Sapiens,United States / New York / Orange County,North America,USA,New York
EPI_ISL_426310,GISAID,"EPI_ISL_426310, ",Complete,29822,High,Homo Sapiens,United States / New York / Schenectady County,North America,USA,New York
EPI_ISL_426311,GISAID,"EPI_ISL_426311, ",Complete,29822,High,Homo Sapiens,United States / New York / Bronx,North America,USA,New York
EPI_ISL_426312,GISAID,"EPI_ISL_426312, ",Complete,29822,High,Homo Sapiens,United States / New York / Suffolk County,North America,USA,New York
EPI_ISL_426313,GISAID,"EPI_ISL_426313, ",Complete,29822,High,Homo Sapiens,United States / New York / Clinton County,North America,USA,New York
EPI_ISL_426314,GISAID,"EPI_ISL_426314, ",Complete,29822,High,Homo Sapiens,United States / New York / Albany County,North America,USA,New York
EPI_ISL_426315,GISAID,"EPI_ISL_426315, ",Complete,29822,High,Homo Sapiens,United States / New York / Onondaga County,North America,USA,New York
EPI_ISL_426316,GISAID,"EPI_ISL_426316, ",Complete,29822,High,Homo Sapiens,United States / New York / Rockland County,North America,USA,New York
EPI_ISL_426317,GISAID,"EPI_ISL_426317, ",Complete,29822,High,Homo Sapiens,United States / New York / New York City,North America,USA,New York
EPI_ISL_426318,GISAID,"EPI_ISL_426318, ",Complete,29822,High,Homo Sapiens,United States / New York / Ulster County,North America,USA,New York
EPI_ISL_426319,GISAID,"EPI_ISL_426319, ",Complete,29822,High,Homo Sapiens,United States / New York / Bronx,North America,USA,New York
EPI_ISL_426320,GISAID,"EPI_ISL_426320, ",Complete,29822,High,Homo Sapiens,United States / New York / Broome County,North America,USA,New York
EPI_ISL_426321,GISAID,"EPI_ISL_426321, ",Complete,29822,High,Homo Sapiens,United States / New York / Chenango County,North America,USA,New York
EPI_ISL_426322,GISAID,"EPI_ISL_426322, ",Complete,29822,High,Homo Sapiens,United States / New York / Nassau County,North America,USA,New York
EPI_ISL_426323,GISAID,"EPI_ISL_426323, ",Complete,29822,High,Homo Sapiens,United States / New York / Dutchess County,North America,USA,New York
EPI_ISL_426164,GISAID,"EPI_ISL_426164, ",Complete,29875,High,Homo Sapiens,South Korea,Asia,South Korea,
EPI_ISL_426169,GISAID,"EPI_ISL_426169, ",Complete,29888,High,Homo Sapiens,South Korea,Asia,South Korea,
EPI_ISL_426356,GISAID,"EPI_ISL_426356, ",Complete,29756,High,Homo Sapiens,Czech Republic / Central Czechia and Prague,Europe,Czech Republic,Prague
EPI_ISL_426357,GISAID,"EPI_ISL_426357, ",Complete,29756,High,Homo Sapiens,Czech Republic / Central Czechia and Prague,Europe,Czech Republic,Prague
EPI_ISL_426358,GISAID,"EPI_ISL_426358, ",Complete,29756,High,Homo Sapiens,Czech Republic / Central Czechia and Prague,Europe,Czech Republic,Prague
EPI_ISL_426359,GISAID,"EPI_ISL_426359, ",Complete,29756,High,Homo Sapiens,Czech Republic / Central Czechia and Prague,Europe,Czech Republic,Prague
EPI_ISL_426360,GISAID,"EPI_ISL_426360, ",Complete,29756,High,Homo Sapiens,Czech Republic / Central Czechia and Prague,Europe,Czech Republic,Prague
EPI_ISL_426361,GISAID,"EPI_ISL_426361, ",Complete,29873,High,Homo Sapiens,Mexico / Mexico City,North America,Mexico,Mexico City
EPI_ISL_426362,GISAID,"EPI_ISL_426362, ",Complete,29872,High,Homo Sapiens,Mexico / Mexico City,North America,Mexico,Mexico City
EPI_ISL_426363,GISAID,"EPI_ISL_426363, ",Complete,29875,High,Homo Sapiens,Mexico / Mexico City,North America,Mexico,Mexico City
EPI_ISL_426364,GISAID,"EPI_ISL_426364, ",Complete,29875,High,Homo Sapiens,Mexico / Mexico City,North America,Mexico,Mexico City
EPI_ISL_426379,GISAID,"EPI_ISL_426379, ",Complete,29887,High,Homo Sapiens,Slovenia,Europe,Slovenia,
EPI_ISL_426415,GISAID,"EPI_ISL_426415, ",Complete,29903,High,Homo Sapiens,India / Gujarat,Asia,India,Gujarat
EPI_ISL_426436,GISAID,"EPI_ISL_426436, ",Complete,29882,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426437,GISAID,"EPI_ISL_426437, ",Complete,29882,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426438,GISAID,"EPI_ISL_426438, ",Complete,29882,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426439,GISAID,"EPI_ISL_426439, ",Complete,29882,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426440,GISAID,"EPI_ISL_426440, ",Complete,29882,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426441,GISAID,"EPI_ISL_426441, ",Complete,29882,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426442,GISAID,"EPI_ISL_426442, ",Complete,29882,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426443,GISAID,"EPI_ISL_426443, ",Complete,29882,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426444,GISAID,"EPI_ISL_426444, ",Complete,29882,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426445,GISAID,"EPI_ISL_426445, ",Complete,29882,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426446,GISAID,"EPI_ISL_426446, ",Complete,29882,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426447,GISAID,"EPI_ISL_426447, ",Complete,29882,High,Homo Sapiens,United States / Washington,North America,USA,Washington
EPI_ISL_426448,GISAID,"EPI_ISL_426448, ",Complete,29882,High,Homo Sapiens,United States / Washington,North America,USA,Washington
